Weekday,HOEP,Ontario_Demand,Temperature,Windchill_Index,Wind_Speed,Humidex,Relative_Humidity,Dew_Point,Pressure_Station,Date_Time
0,27.51,15147.0,-14.0,-23.12,21.0,-17.69,69.0,-18.5,100.33,2016-01-04 06:00:00
0,26.15,16532.0,-14.8,-25.11,26.0,-18.7,65.0,-20.0,100.48,2016-01-04 07:00:00
0,14.34,18240.0,-15.3,-25.51,24.0,-19.53,67.0,-20.1,100.56,2016-01-04 08:00:00
0,15.2,18522.0,-15.3,-25.51,24.0,-19.94,68.0,-20.0,100.71,2016-01-04 09:00:00
0,29.57,18225.0,-14.2,-24.55,20.0,-18.81,65.0,-19.4,100.81,2016-01-04 10:00:00
0,39.33,17912.0,-12.6,-23.58,22.0,-17.39,59.0,-19.1,100.87,2016-01-04 11:00:00
0,29.53,17733.0,-12.2,-22.49,25.0,-16.84,53.0,-20.0,100.91,2016-01-04 12:00:00
0,29.02,17597.0,-12.0,-21.02,20.0,-16.31,53.0,-19.8,100.89,2016-01-04 13:00:00
0,27.6,17619.0,-12.0,-21.28,24.0,-15.99,53.0,-19.8,100.94,2016-01-04 14:00:00
0,24.44,17758.0,-11.8,-21.79,27.0,-16.11,52.0,-19.8,101.03,2016-01-04 15:00:00
0,8.13,18327.0,-12.4,-21.29,22.0,-16.6,47.0,-21.6,101.1,2016-01-04 16:00:00
0,5.98,19437.0,-12.9,-21.73,21.0,-17.22,48.0,-21.8,101.16,2016-01-04 17:00:00
0,12.1,20136.5,-13.05,-21.345,18.5,-17.58,48.5,-21.8,101.22999999999999,2016-01-04 18:00:00
0,29.74,20836.0,-13.2,-20.96,16.0,-17.94,49.0,-21.8,101.3,2016-01-04 19:00:00
0,31.7,20502.0,-13.4,-21.19,15.0,-18.0,53.0,-21.1,101.36,2016-01-04 20:00:00
0,29.86,20255.0,-13.8,-20.29,11.0,-18.29,55.0,-21.0,101.42,2016-01-04 21:00:00
0,30.6,19533.0,-13.8,-18.45,7.0,-18.29,55.0,-21.0,101.5,2016-01-04 22:00:00
0,22.78,18358.0,-13.8,-21.95,16.0,-18.5,55.0,-21.0,101.51,2016-01-04 23:00:00
0,17.44,16055.0,-14.1,-21.51,14.0,-18.68,58.0,-20.7,101.52,2016-01-05 00:00:00
0,4.83,16025.5,-14.45,-20.875,11.0,-18.975,60.0,-20.65,101.52,2016-01-05 01:00:00
0,12.32,15996.0,-14.8,-20.24,8.0,-19.27,62.0,-20.6,101.52,2016-01-05 02:00:00
0,0.38,15916.0,-14.6,-18.49,5.0,-19.36,63.0,-20.2,101.59,2016-01-05 03:00:00
0,0.466,15878.0,-14.6,-18.27,5.0,-19.23,65.0,-19.8,101.54,2016-01-05 04:00:00
0,0.552,15947.0,-14.7,-20.24,8.0,-19.21,67.0,-19.6,101.53,2016-01-05 05:00:00
0,0.638,16466.0,-14.9,-19.85,7.0,-19.2,68.0,-19.6,101.56,2016-01-05 06:00:00
0,0.724,17974.0,-14.0,-18.83,5.0,-18.69,66.0,-19.1,101.59,2016-01-05 07:00:00
0,0.81,19374.0,-13.6,-19.15,7.0,-18.37,66.0,-18.7,101.61,2016-01-05 08:00:00
0,9.99,19136.5,-11.85,-18.265,8.0,-16.53,63.5,-17.5,101.64,2016-01-05 09:00:00
0,15.56,18899.0,-10.1,-17.38,9.0,-14.69,61.0,-16.3,101.67,2016-01-05 10:00:00
0,15.96,18547.0,-7.5,-16.61,14.0,-11.92,59.0,-14.2,101.64,2016-01-05 11:00:00
0,14.06,18080.0,-6.3,-13.91,15.0,-10.56,56.0,-13.7,101.57,2016-01-05 12:00:00
0,12.7,17610.0,-4.6,-13.07,20.0,-8.98,40.0,-16.3,101.5,2016-01-05 13:00:00
0,12.71,17456.0,-3.6,-10.11,14.0,-7.93,43.0,-14.5,101.43,2016-01-05 14:00:00
0,9.01,17516.0,-2.7,-9.25,17.0,-6.78,49.0,-12.0,101.33,2016-01-05 15:00:00
0,6.54,18038.0,-3.2,-8.56,16.0,-6.67,57.0,-10.6,101.27,2016-01-05 16:00:00
0,5.91,19311.0,-3.9,-9.01,14.0,-7.07,63.0,-10.0,101.17,2016-01-05 17:00:00
0,19.86,20277.0,-4.0,-9.75,17.0,-7.91,65.0,-9.7,101.13,2016-01-05 18:00:00
0,22.54,20202.0,-4.4,-10.05,16.0,-7.95,68.0,-9.5,101.09,2016-01-05 19:00:00
0,20.87,19893.0,-5.0,-11.19,18.0,-8.1,71.0,-9.5,101.14,2016-01-05 20:00:00
0,19.39,19445.0,-5.5,-11.62,17.0,-8.73,73.0,-9.6,101.1,2016-01-05 21:00:00
0,15.54,18648.0,-5.6,-10.97,13.0,-9.32,72.0,-9.9,101.06,2016-01-05 22:00:00
0,16.18,17341.0,-5.1,-11.87,17.0,-9.08,68.0,-10.1,101.03,2016-01-05 23:00:00
0,15.93,15669.0,-5.2,-11.87,17.0,-9.01,71.0,-9.7,101.02,2016-01-06 00:00:00
0,15.49,15187.0,-5.0,-11.44,18.0,-8.85,68.0,-10.0,100.92,2016-01-06 01:00:00
0,7.27,14784.0,-6.8,-10.31,7.0,-8.46,75.0,-10.5,100.91,2016-01-06 02:00:00
0,5.88,14522.0,-6.0,-5.17,1.0,-9.95,74.0,-9.9,100.9,2016-01-06 03:00:00
0,7.48,14476.0,-5.4,-10.86,9.0,-9.3,73.0,-9.5,100.86,2016-01-06 04:00:00
0,10.23,14586.0,-5.2,-7.72,5.0,-8.96,73.0,-9.3,100.83,2016-01-06 05:00:00
0,12.75,15148.0,-5.0,-5.23,2.0,-8.76,72.0,-9.3,100.86,2016-01-06 06:00:00
0,15.4,16504.0,-5.0,-9.68,9.0,-8.66,76.0,-8.6,100.87,2016-01-06 07:00:00
0,30.93,18112.0,-4.2,-7.66,6.0,-7.83,73.0,-8.3,100.85,2016-01-06 08:00:00
0,27.5,18213.0,-3.2,-9.37,14.0,-7.01,65.0,-8.9,100.85,2016-01-06 09:00:00
0,18.44,17600.0,-2.6,-8.15,14.0,-6.5,59.0,-9.6,100.84,2016-01-06 10:00:00
0,16.71,17234.0,-1.1,-6.7,11.0,-5.0,53.0,-9.5,100.81,2016-01-06 11:00:00
0,25.15,16927.0,0.9,-5.38,12.0,-2.95,44.0,-10.0,100.71,2016-01-06 12:00:00
0,24.19,16619.0,1.2,-3.37,14.0,-2.39,41.0,-10.7,100.61,2016-01-06 13:00:00
0,21.96,16678.0,1.8,-3.06,15.0,-2.03,39.0,-10.8,100.56,2016-01-06 14:00:00
0,20.53,16707.0,2.4,-3.03,17.0,-1.66,37.0,-10.9,100.5,2016-01-06 15:00:00
0,21.48,16869.0,1.2,-3.28,17.0,-1.58,39.0,-11.3,100.49,2016-01-06 16:00:00
0,24.42,18146.0,0.4,-2.27,8.0,-2.61,47.0,-9.7,100.47,2016-01-06 17:00:00
0,19.27,18773.0,0.0,-1.895,6.0,-3.07,50.0,-9.3,100.475,2016-01-06 18:00:00
0,26.1,19400.0,-0.4,-1.52,4.0,-3.53,53.0,-8.9,100.48,2016-01-06 19:00:00
0,25.62,19105.0,-0.7,-4.22,9.0,-3.66,66.0,-6.3,100.52,2016-01-06 20:00:00
0,24.73,18731.0,-1.3,-3.91,7.0,-3.85,71.0,-5.9,100.49,2016-01-06 21:00:00
0,19.53,17971.0,-1.5,-2.75,4.0,-4.25,73.0,-5.7,100.51,2016-01-06 22:00:00
0,25.86,16841.0,-1.6,-2.97,4.0,-4.6,73.0,-5.8,100.51,2016-01-06 23:00:00
0,18.26,15403.0,-2.0,-6.22,12.0,-4.89,75.0,-5.9,100.48,2016-01-07 00:00:00
0,1.97,14795.0,-3.1,-5.11,5.0,-5.15,78.0,-6.4,100.45,2016-01-07 01:00:00
0,11.5,14398.0,-3.4,-6.01,5.0,-6.44,82.0,-6.0,100.43,2016-01-07 02:00:00
0,5.99,14210.0,-4.2,-5.14,3.0,-6.58,81.0,-7.0,100.43,2016-01-07 03:00:00
0,13.33,14198.0,-4.5,-3.34,1.0,-7.24,87.0,-6.3,100.4,2016-01-07 04:00:00
0,15.31,14356.0,-4.5,-4.59,2.0,-7.18,85.0,-6.7,100.37,2016-01-07 05:00:00
0,14.35,15122.0,-4.1,-3.65,1.0,-7.23,83.0,-6.6,100.37,2016-01-07 06:00:00
0,7.75,16439.0,-3.1,-3.54,1.0,-6.66,74.0,-7.1,100.37,2016-01-07 07:00:00
0,14.92,18000.0,-4.0,-8.22,7.0,-6.41,79.0,-7.1,100.38,2016-01-07 08:00:00
0,27.42,17989.0,-2.9,-5.32,4.0,-6.17,75.0,-6.7,100.36,2016-01-07 09:00:00
0,13.35,17460.0,-0.5,-4.2,4.0,-3.7,72.0,-4.9,100.39,2016-01-07 10:00:00
0,16.65,17154.0,0.6,-2.71,6.0,-2.26,66.0,-5.0,100.36,2016-01-07 11:00:00
0,30.99,17075.0,2.1,-0.4,4.0,-1.01,56.0,-5.8,100.28,2016-01-07 12:00:00
0,14.35,16841.0,3.5,-0.67,9.0,0.43,49.0,-6.2,100.24,2016-01-07 13:00:00
0,23.31,16657.0,3.8,0.63,9.0,1.08,48.0,-6.2,100.17,2016-01-07 14:00:00
0,22.39,16832.0,3.0,0.27,10.0,0.87,59.0,-4.2,100.14,2016-01-07 15:00:00
0,19.78,17142.0,2.5,-0.33,10.0,0.25,61.0,-4.3,100.13,2016-01-07 16:00:00
0,16.5,18087.0,1.6,-0.54,7.0,-0.37,66.0,-4.1,100.14,2016-01-07 17:00:00
0,14.37,19131.0,0.7,-1.71,7.0,-1.21,72.0,-3.8,100.11,2016-01-07 18:00:00
0,15.07,19211.0,0.8,-1.82,7.0,-1.87,77.0,-2.8,100.17,2016-01-07 19:00:00
0,16.88,18958.0,0.0,-2.25,6.0,-2.07,78.0,-3.4,100.19,2016-01-07 20:00:00
0,19.82,18591.0,-0.6,-3.1,7.0,-2.32,81.0,-3.5,100.18,2016-01-07 21:00:00
0,29.07,17832.0,-1.1,-3.68,7.0,-3.28,81.0,-4.0,100.16,2016-01-07 22:00:00
0,8.93,16564.0,-1.9,-6.06,10.0,-3.96,86.0,-3.9,100.12,2016-01-07 23:00:00
0,1.43,14973.0,-3.1,-7.08,8.0,-4.89,87.0,-5.0,100.06,2016-01-08 00:00:00
0,2.306,14684.0,-3.3,-2.12,1.0,-5.36,87.0,-5.2,99.99,2016-01-08 01:00:00
0,3.182,14114.0,-4.0,-6.85,6.0,-6.25,89.0,-5.6,99.98,2016-01-08 02:00:00
0,4.058,13994.0,-3.8,-6.81,5.0,-6.81,90.0,-5.2,99.99,2016-01-08 03:00:00
0,4.934,13986.0,-4.1,-9.37,12.0,-7.05,90.0,-5.5,99.88,2016-01-08 04:00:00
0,5.81,14133.0,-4.0,-6.58,5.0,-6.91,91.0,-5.3,99.88,2016-01-08 05:00:00
0,13.64,14624.0,-4.3,-7.94,5.0,-6.58,90.0,-5.7,99.85,2016-01-08 06:00:00
0,16.63,16024.0,-1.7,-7.91,8.0,-4.38,92.0,-2.8,99.85,2016-01-08 07:00:00
0,14.34,17529.0,-1.6,-4.54,5.0,-4.38,92.0,-2.7,99.85,2016-01-08 08:00:00
0,10.88,17727.0,-0.2,-4.85,8.0,-2.64,93.0,-1.2,99.8,2016-01-08 09:00:00
0,8.73,17550.0,1.3,-4.85,16.0,-0.77,90.0,-0.2,99.74,2016-01-08 10:00:00
0,14.36,17488.5,2.2,-3.125,15.0,0.020000000000000018,83.5,-0.35,99.68,2016-01-08 11:00:00
0,18.57,17427.0,3.1,-1.4,14.0,0.81,77.0,-0.5,99.62,2016-01-08 12:00:00
0,20.09,17308.0,3.7,-0.91,17.0,1.73,70.0,-1.3,99.49,2016-01-08 13:00:00
0,22.16,17384.0,3.2,-1.33,21.0,1.83,75.0,-0.8,99.4,2016-01-08 14:00:00
0,19.09,17296.0,2.7,-1.7,19.0,0.89,76.0,-1.1,99.37,2016-01-08 15:00:00
0,13.52,17413.0,2.6,-1.5,16.0,0.48,78.0,-0.9,99.37,2016-01-08 16:00:00
0,5.88,17963.0,2.7,-1.53,17.0,0.27,70.0,-2.2,99.35,2016-01-08 17:00:00
0,6.51,18801.0,2.6,-0.33,10.0,-0.05,68.0,-2.7,99.3,2016-01-08 18:00:00
0,2.79,18689.0,2.6,0.32,8.0,0.07,71.0,-2.1,99.25,2016-01-08 19:00:00
0,1.44,18526.0,3.0,-0.21,10.0,0.93,77.0,-0.6,99.26,2016-01-08 20:00:00
0,1.4133333333333333,18054.0,2.4,-0.45,10.0,0.98,84.0,0.0,99.22,2016-01-08 21:00:00
0,1.3866666666666667,17492.0,2.1,-0.55,9.0,0.31,86.0,0.0,99.17,2016-01-08 22:00:00
0,1.36,16343.0,2.0,-0.67,9.0,0.18,92.0,0.8,99.12,2016-01-08 23:00:00
1,8.67,14031.0,2.4,-1.65,14.0,0.64,94.0,1.5,99.09,2016-01-09 00:00:00
1,8.73,14235.0,2.8,-1.46,15.0,1.32,95.0,2.1,99.06,2016-01-09 01:00:00
1,5.33,13547.0,3.2,0.03,10.0,1.7,95.0,2.5,99.02,2016-01-09 02:00:00
1,4.7975,13529.6,3.5,0.28200000000000003,10.8,2.1,95.2,2.82,99.00399999999999,2016-01-09 03:00:00
1,4.265000000000001,13512.2,3.8000000000000003,0.534,11.6,2.5,95.4,3.1399999999999997,98.988,2016-01-09 04:00:00
1,3.7325,13494.8,4.1,0.786,12.4,2.9000000000000004,95.6,3.46,98.972,2016-01-09 05:00:00
1,3.2,13477.4,4.4,1.038,13.2,3.3,95.8,3.78,98.956,2016-01-09 06:00:00
1,2.29,13460.0,4.7,1.29,14.0,3.7,96.0,4.1,98.94,2016-01-09 07:00:00
1,1.38,14239.0,5.3,1.54,14.0,4.5,96.0,4.7,98.96,2016-01-09 08:00:00
1,0.47,15186.0,6.2,2.62,12.0,5.7,96.0,5.6,98.99,2016-01-09 09:00:00
1,3.87,15772.0,6.9,3.71,12.0,6.6,95.0,6.2,99.06,2016-01-09 10:00:00
1,10.83,16164.0,7.2,4.24,14.0,6.89,93.0,6.2,99.1,2016-01-09 11:00:00
1,6.0,16377.0,7.7,4.2,17.0,7.54,90.0,6.2,99.06,2016-01-09 12:00:00
1,5.86,16432.0,8.1,5.22,14.0,7.83,88.0,6.2,99.02,2016-01-09 13:00:00
1,6.57,16235.0,8.3,6.01,12.0,7.98,86.0,6.1,99.01,2016-01-09 14:00:00
1,6.6,16220.0,8.4,6.1,13.0,8.05,85.0,6.0,99.05,2016-01-09 15:00:00
1,4.27,16313.0,8.5,6.9,7.0,8.2,83.0,5.8,99.08,2016-01-09 16:00:00
1,17.58,16845.0,5.8,3.17,11.0,8.43,89.0,4.1,99.13,2016-01-09 17:00:00
1,15.874285714285714,17628.0,6.8,4.46,7.0,6.63,86.0,4.6,99.14,2016-01-09 18:00:00
1,14.168571428571427,17574.0,6.0,5.22,5.0,6.08,88.0,4.2,99.08,2016-01-09 19:00:00
1,12.462857142857143,16880.0,6.0,4.76,6.0,5.63,92.0,4.8,99.08,2016-01-09 20:00:00
1,10.757142857142856,16215.0,6.2,4.57,7.0,5.54,93.0,5.2,99.02,2016-01-09 21:00:00
1,9.051428571428572,15522.0,6.4,3.77,11.0,5.71,91.0,5.1,98.91,2016-01-09 22:00:00
1,7.345714285714287,14844.0,6.4,3.23,15.0,5.33,84.0,3.9,98.82,2016-01-09 23:00:00
1,5.64,15138.0,5.8,3.23,12.0,5.31,86.0,3.7,98.73,2016-01-10 00:00:00
1,10.88,13297.0,5.3,2.38,12.0,4.7,87.0,3.3,98.53,2016-01-10 01:00:00
1,10.88,13059.25,5.35,2.21,14.0,4.7775,88.5,3.5999999999999996,98.4075,2016-01-10 02:00:00
1,10.29,12821.5,5.4,2.04,16.0,4.855,90.0,3.9,98.285,2016-01-10 03:00:00
1,13.33,12583.75,5.45,1.8699999999999999,18.0,4.9325,91.5,4.2,98.16250000000001,2016-01-10 04:00:00
1,11.82,12346.0,5.5,1.7,20.0,5.01,93.0,4.5,98.04,2016-01-10 05:00:00
1,7.13,12653.0,5.7,2.69,13.0,4.93,94.0,4.8,97.89,2016-01-10 06:00:00
1,13.33,13241.0,5.8,2.61,15.0,5.11,95.0,5.1,97.64,2016-01-10 07:00:00
1,13.78,13957.0,6.0,3.17,13.0,5.52,95.0,5.3,97.43,2016-01-10 08:00:00
1,19.85,14330.0,5.9,1.77,24.0,5.6,94.0,5.0,97.23,2016-01-10 09:00:00
1,21.28,15001.0,5.8,1.85,22.0,5.2,94.0,4.9,97.06,2016-01-10 10:00:00
1,24.43,15696.0,5.9,2.33,17.0,5.25,95.0,5.2,96.86,2016-01-10 11:00:00
1,23.12,16008.0,6.5,3.73,10.0,6.05,95.0,5.8,96.65,2016-01-10 12:00:00
1,27.85,16100.0,6.5,4.66,8.0,6.05,95.0,5.8,96.49,2016-01-10 13:00:00
1,28.11,16004.0,6.3,2.13,23.0,6.46,95.0,5.6,96.49,2016-01-10 14:00:00
1,26.33,15964.0,2.1,-4.27,36.0,5.23,82.0,-0.7,96.64,2016-01-10 15:00:00
1,20.42,16319.0,0.1,-8.59,57.0,-0.41,77.0,-3.5,96.82,2016-01-10 16:00:00
1,2.42,17352.0,-0.8,-9.51,52.0,-2.98,76.0,-4.5,97.13,2016-01-10 17:00:00
1,31.39,18498.0,-1.5,-11.2,66.0,-4.13,66.0,-7.1,97.46,2016-01-10 18:00:00
1,14.35,18386.0,-2.6,-11.97,54.0,-4.99,68.0,-7.7,97.72,2016-01-10 19:00:00
1,11.55,17771.0,-3.7,-13.18,50.0,-6.11,73.0,-7.9,97.88,2016-01-10 20:00:00
1,10.19,17429.0,-4.1,-13.42,43.0,-7.25,69.0,-9.0,97.97,2016-01-10 21:00:00
1,5.88,16713.0,-4.7,-13.48,38.0,-7.9,70.0,-9.4,98.11,2016-01-10 22:00:00
1,10.13,15967.0,-5.4,-14.02,32.0,-8.67,71.0,-9.9,98.26,2016-01-10 23:00:00
0,14.92,16643.0,-6.2,-15.88,42.0,-9.25,75.0,-9.9,98.36,2016-01-11 00:00:00
0,21.42,14459.0,-6.5,-14.95,30.0,-10.23,66.0,-11.9,98.46,2016-01-11 01:00:00
0,20.06,14070.0,-7.0,-15.86,32.0,-10.41,79.0,-10.1,98.57,2016-01-11 02:00:00
0,17.51,13990.0,-7.5,-17.1,37.0,-11.31,62.0,-13.6,98.64,2016-01-11 03:00:00
